emissoes_ultimos_3_meses,emissoes_ultimo_mes,crescimento_emissoes,tickets_abertos_ultimos_3_meses,tickets_abertos_ultimo_mes,crescimento_tickets_abertos,atraso_fatura_ultimos_3_meses,atraso_fatura_ultimo_mes,mes,cancelamento
2541,874,1.03,2,0,0.00,0,0,1,0
4058,1391,1.03,4,2,1.00,0,0,6,0
410,155,1.13,15,3,0.60,0,0,6,0
9384,3145,1.01,3,1,1.00,2,1,6,0
9296,3126,1.01,9,1,0.33,0,0,2,0
7360,2488,1.01,7,2,0.67,0,0,10,0
508,212,1.25,12,2,0.50,0,0,8,0
7720,1517,0.59,33,13,1.18,2,1,7,0
4663,1592,1.02,4,2,1.00,0,0,8,0
4434,1513,1.02,9,3,1.00,1,0,1,0
659,98,0.45,33,15,1.36,3,0,6,1
7113,2418,1.02,7,1,0.33,0,0,12,0
9844,3311,1.01,14,4,0.80,0,0,1,0
7059,2402,1.02,12,2,0.50,1,0,5,1
7542,2562,1.02,12,3,0.75,0,0,9,0
1906,661,1.04,1,0,0.00,1,0,6,1
4944,1687,1.02,0,0,0.00,2,0,3,0
3871,1328,1.03,3,1,1.00,2,0,6,0
8062,2698,1.00,7,2,0.67,1,0,12,1
5170,1742,1.01,0,0,0.00,1,1,5,0
1982,694,1.05,9,1,0.33,2,1,5,0
7415,2522,1.02,4,2,1.00,0,0,3,1
7968,1549,0.58,58,29,1.45,3,1,6,1
1656,579,1.05,11,3,0.75,0,0,10,0
9146,1794,0.59,53,20,1.11,1,0,7,0
5065,986,0.58,17,12,2.00,1,1,9,1
4243,1456,1.03,14,5,1.00,0,0,6,0
2495,482,0.58,51,24,1.41,1,1,7,0
4359,834,0.57,37,16,1.23,3,1,6,0
3173,1108,1.05,14,4,0.80,1,0,7,0
9383,3162,1.01,0,0,0.00,1,0,7,1
1831,624,1.02,15,3,0.60,2,0,1,0
4068,1371,1.01,1,0,0.00,0,0,9,1
8977,3023,1.01,14,5,1.00,0,0,7,0
6169,1224,0.60,31,17,1.55,1,1,7,0
5836,1982,1.02,3,1,1.00,0,0,8,1
9785,3273,1.00,15,5,1.00,0,0,10,0
2108,746,1.06,3,1,1.00,0,0,5,0
4296,1465,1.02,8,2,0.67,1,0,4,0
5734,1925,1.01,9,1,0.33,0,0,8,0
3404,676,0.60,58,25,1.25,2,1,7,0
1413,235,0.50,49,23,1.35,2,1,6,1
1662,602,1.09,14,5,1.00,2,0,3,0
6506,1255,0.58,28,13,1.30,1,1,6,1
1651,591,1.07,1,0,0.00,0,0,3,1
4125,800,0.58,26,17,1.89,3,1,6,1
7309,2463,1.01,3,1,1.00,0,0,9,0
8429,2832,1.01,9,2,0.67,1,1,11,1
9352,1824,0.58,39,23,1.77,3,1,7,1
2602,915,1.05,13,3,0.60,2,0,4,0
4752,1625,1.03,3,1,1.00,0,0,7,0
7011,1384,0.59,56,27,1.42,3,1,7,1
606,228,1.13,0,0,0.00,2,0,10,0
4257,1429,1.01,2,0,0.00,0,0,7,1
6332,2157,1.02,0,0,0.00,0,0,10,0
4526,1545,1.02,5,2,1.00,1,0,9,0
3289,1125,1.03,15,3,0.60,2,1,5,1
7285,1427,0.59,41,20,1.43,2,1,6,1
8322,2799,1.01,4,2,1.00,0,0,5,1
7709,2619,1.02,0,0,0.00,0,0,2,0
9062,3064,1.01,8,2,0.67,0,0,8,0
6864,1323,0.58,15,11,2.20,0,0,9,1
1181,432,1.10,1,0,0.00,1,1,9,0
1949,686,1.06,2,0,0.00,0,0,12,0
7182,2413,1.01,13,4,0.80,0,0,2,0
3807,1282,1.01,1,0,0.00,0,0,5,0
8729,2954,1.02,9,3,1.00,1,0,7,1
2182,750,1.03,1,0,0.00,0,0,10,0
5455,1058,0.58,45,21,1.40,3,1,6,1
7426,1450,0.59,41,18,1.29,1,0,6,1
4992,1688,1.01,9,2,0.67,0,0,7,1
5567,1890,1.02,5,2,1.00,0,0,8,0
8555,2891,1.01,10,2,0.50,0,0,8,0
9822,3286,1.00,10,4,1.00,1,0,1,1
9405,3180,1.01,4,2,1.00,0,0,1,1
5597,1909,1.02,6,2,1.00,0,0,8,0
7481,2529,1.01,7,1,0.33,0,0,2,0
6620,1319,0.60,20,15,2.14,2,1,10,1
1675,606,1.08,15,5,1.00,1,0,12,0
7679,1514,0.59,56,21,1.11,1,1,7,0
9883,1944,0.59,20,14,2.00,3,1,2,1
6466,1270,0.59,22,15,1.88,0,0,4,1
8606,2913,1.02,15,5,1.00,0,0,11,0
8078,1586,0.59,42,22,1.57,2,1,7,1
7744,2605,1.01,13,5,1.00,0,0,1,1
1725,599,1.04,14,3,0.60,0,0,4,0
9198,3094,1.01,9,1,0.33,2,0,7,0
3840,724,0.57,55,23,1.21,2,1,7,1
8350,1636,0.59,28,11,1.10,2,0,6,0
8607,2896,1.01,2,0,0.00,0,0,8,0
1716,321,0.56,55,27,1.42,1,1,6,1
784,306,1.17,8,2,0.67,0,0,3,0
1721,299,0.52,35,17,1.42,3,1,7,1
4939,1695,1.03,9,3,1.00,1,0,5,0
9969,3361,1.01,3,1,1.00,1,0,7,0
3083,583,0.57,50,20,1.18,1,0,6,1
1725,592,1.03,4,2,1.00,0,0,10,1
9361,3163,1.01,15,5,1.00,2,0,11,0
1592,570,1.07,9,3,1.00,1,0,3,0
1687,317,0.56,53,19,1.06,0,0,6,1
6781,1319,0.58,29,18,1.80,0,0,6,1
9728,1902,0.59,58,22,1.10,0,0,7,1
2010,394,0.59,28,10,1.00,3,1,6,1
976,374,1.15,6,2,1.00,2,0,8,0
2721,535,0.59,42,18,1.29,3,1,7,1
9824,3324,1.01,5,2,1.00,0,0,6,0
7243,2443,1.01,14,4,0.80,0,0,5,0
2771,956,1.03,12,3,0.75,0,0,2,1
661,267,1.21,14,4,0.80,1,1,3,0
2661,922,1.04,5,2,1.00,0,0,10,0
996,372,1.12,5,2,1.00,2,0,6,0
9426,3183,1.01,4,2,1.00,2,0,1,1
6799,1344,0.59,41,23,1.64,2,1,6,1
9923,3346,1.01,10,3,0.75,2,0,5,1
9814,3296,1.01,15,4,0.80,2,1,5,0
6701,1309,0.59,43,19,1.27,3,1,7,0
8633,1699,0.59,26,17,1.89,2,1,7,0
2710,944,1.04,13,5,1.00,0,0,11,0
3403,1145,1.01,9,3,1.00,1,0,9,0
2859,978,1.03,1,0,0.00,0,0,1,0
8716,2949,1.01,4,2,1.00,0,0,2,0
4218,824,0.59,30,12,1.20,2,0,6,1
1393,513,1.10,15,3,0.60,2,0,2,0
2572,872,1.02,3,1,1.00,1,0,3,0
8388,2842,1.02,7,3,1.00,0,0,1,0
3764,1292,1.03,9,1,0.33,2,0,10,1
4911,1684,1.03,10,3,0.75,0,0,5,1
997,351,1.05,2,0,0.00,0,0,3,0
3719,1289,1.04,13,3,0.60,0,0,4,0
7398,2504,1.02,3,1,1.00,0,0,11,0
3178,1101,1.04,5,2,1.00,1,1,7,0
7309,2486,1.02,0,0,0.00,0,0,10,1
1156,431,1.12,7,3,1.00,0,0,3,1
6559,2228,1.02,2,0,0.00,0,0,3,0
1317,451,1.03,8,2,0.67,2,0,2,0
1359,468,1.03,3,1,1.00,0,0,10,0
9545,1870,0.59,13,14,2.80,0,0,4,1
6441,2191,1.02,2,0,0.00,0,0,3,0
1092,401,1.10,13,3,0.60,0,0,6,0
5047,972,0.58,42,22,1.57,0,0,6,1
5147,1737,1.01,4,2,1.00,2,0,10,0
9709,3261,1.01,14,3,0.60,0,0,1,0
869,127,0.44,30,15,1.50,2,0,8,1
2659,931,1.05,11,4,1.00,0,0,6,0
2210,784,1.06,0,0,0.00,0,0,4,0
683,264,1.16,8,3,1.00,2,0,9,0
1866,356,0.57,46,18,1.12,2,0,7,1
4052,775,0.57,34,21,1.75,1,1,6,1
5122,1744,1.02,5,2,1.00,1,0,6,1
8351,1653,0.59,21,8,1.14,2,0,4,1
7320,2464,1.01,7,2,0.67,2,0,2,0
8441,2843,1.01,2,0,0.00,1,1,11,0
8822,2960,1.01,2,0,0.00,2,0,10,0
4035,1372,1.02,4,2,1.00,2,0,12,0
6874,1338,0.58,18,15,2.50,1,1,5,1
3783,1288,1.02,1,0,0.00,1,1,3,0
9787,1943,0.60,35,13,1.08,1,1,7,1
5211,1770,1.02,0,0,0.00,0,0,8,0
7248,1436,0.59,57,22,1.16,2,0,7,0
7398,2502,1.01,7,2,0.67,0,0,6,0
1753,606,1.04,15,4,0.80,1,0,6,0
6180,2085,1.01,1,0,0.00,0,0,5,0
4645,1569,1.01,9,1,0.33,2,0,6,0
7871,2644,1.01,13,5,1.00,0,0,8,1
711,277,1.17,11,4,1.00,0,0,4,0
4700,1581,1.01,15,5,1.00,0,0,11,0
5485,1839,1.01,9,2,0.67,1,0,4,0
6507,2215,1.02,11,2,0.50,0,0,10,0
8594,1676,0.58,59,28,1.40,2,0,7,1
7882,1527,0.58,48,19,1.19,2,1,7,1
6538,2196,1.01,13,3,0.60,0,0,7,0
1072,168,0.47,33,19,1.73,3,1,6,1
6036,2036,1.01,8,3,1.00,0,0,9,0
7779,2635,1.02,10,4,1.00,0,0,8,0
8201,2762,1.01,11,3,0.75,2,0,8,0
4398,1506,1.03,3,1,1.00,0,0,4,0
9694,1934,0.60,54,25,1.39,3,1,7,1
8201,1618,0.59,42,20,1.43,3,1,6,1
5025,1709,1.02,12,4,1.00,0,0,7,1
5455,1060,0.58,33,17,1.55,2,1,6,1
5875,1995,1.02,15,3,0.60,0,0,4,1
2551,880,1.03,1,0,0.00,0,0,4,0
1829,636,1.04,7,1,0.33,0,0,5,0
4215,1418,1.01,11,4,1.00,1,0,1,0
4051,1393,1.03,9,2,0.67,1,1,7,0
6073,1203,0.59,28,17,1.70,3,1,1,1
609,215,1.06,15,5,1.00,1,0,6,0
1071,197,0.55,55,22,1.16,1,1,6,0
2489,842,1.01,3,1,1.00,2,0,12,1
999,371,1.11,1,0,0.00,0,0,3,0
6427,1251,0.58,49,25,1.47,2,0,7,1
6195,2095,1.01,9,3,1.00,0,0,11,0
4026,1372,1.02,4,2,1.00,2,0,11,1
1925,373,0.58,41,16,1.14,2,0,7,1
6944,2347,1.01,9,1,0.33,0,0,10,0
1279,236,0.55,51,27,1.59,2,1,7,1
2519,870,1.04,12,2,0.50,0,0,10,0
3891,1324,1.02,10,2,0.50,2,1,9,0
3937,1325,1.01,9,1,0.33,1,0,7,0
9789,3307,1.01,7,3,1.00,2,1,10,0
7855,2639,1.01,15,3,0.60,1,0,3,1
3514,1207,1.03,10,4,1.00,0,0,7,0
1351,242,0.54,48,22,1.38,2,1,7,0
4950,1691,1.02,3,1,1.00,0,0,4,0
3480,1184,1.02,1,0,0.00,0,0,10,0
9051,3062,1.01,12,4,1.00,0,0,11,0
5589,1895,1.02,3,1,1.00,0,0,12,0
6671,2265,1.02,6,2,1.00,0,0,6,0
9811,3293,1.01,15,4,0.80,0,0,11,0
4976,1705,1.03,7,2,0.67,0,0,10,0
4012,766,0.57,30,18,1.80,1,1,5,1
2645,929,1.05,10,2,0.50,0,0,7,0
8620,1712,0.60,35,17,1.42,2,0,6,1
6128,2084,1.02,13,3,0.60,0,0,11,0
2222,757,1.02,10,3,0.75,0,0,5,0
6442,2176,1.01,2,0,0.00,0,0,6,0
4800,1611,1.01,15,3,0.60,0,0,4,0
9707,3278,1.01,7,3,1.00,0,0,1,0
1408,248,0.53,35,14,1.17,2,1,7,1
600,99,0.49,38,14,1.08,0,0,7,1
2873,564,0.59,32,13,1.18,3,1,6,1
6761,1317,0.58,54,20,1.11,0,0,7,0
7472,2538,1.02,5,2,1.00,0,0,5,0
7243,2439,1.01,11,4,1.00,0,0,6,0
891,138,0.46,11,11,2.75,3,1,3,1
9145,3076,1.01,11,4,1.00,0,0,9,0
1072,198,0.55,45,22,1.47,1,0,6,1
4876,1644,1.01,0,0,0.00,0,0,7,0
7174,1394,0.58,57,29,1.53,2,1,7,1
2083,737,1.06,1,0,0.00,1,1,12,1
3170,1090,1.03,14,5,1.00,0,0,1,0
1372,500,1.09,4,2,1.00,1,0,8,1
4220,1435,1.02,8,1,0.33,0,0,9,0
4555,1557,1.03,7,2,0.67,0,0,10,0
6301,2121,1.01,7,1,0.33,0,0,7,0
9598,3227,1.01,10,2,0.50,0,0,1,1
8358,1644,0.59,56,26,1.37,1,1,7,1
338,143,1.27,14,3,0.60,2,0,2,0
5329,1026,0.58,35,15,1.25,1,1,7,1
9494,1857,0.59,35,14,1.17,3,0,7,1
9848,1956,0.60,42,16,1.14,2,1,7,1
8172,1614,0.59,60,22,1.10,2,0,7,1
2966,1002,1.01,5,2,1.00,0,0,7,0
9803,3306,1.01,10,3,0.75,0,0,8,1
1658,567,1.03,9,2,0.67,0,0,12,0
9491,3212,1.02,10,4,1.00,0,0,11,0
588,113,0.58,25,15,1.67,3,1,6,1
2375,803,1.01,9,2,0.67,0,0,2,0
4678,891,0.57,57,24,1.26,2,0,7,1
6953,2358,1.02,6,2,1.00,0,0,6,0
1047,378,1.08,7,3,1.00,1,0,9,0
6651,2227,1.00,4,2,1.00,1,0,4,1
4434,1528,1.03,9,3,1.00,0,0,10,0
7995,1584,0.59,32,18,1.64,2,1,6,1
1874,354,0.57,42,18,1.29,3,0,7,1
9144,3060,1.00,0,0,0.00,2,0,1,0
567,97,0.51,26,11,1.22,1,1,6,0
6486,2199,1.02,13,4,0.80,1,0,2,1
7519,2557,1.02,1,0,0.00,0,0,10,0
5702,1103,0.58,53,19,1.06,2,1,7,1
8967,1751,0.59,42,21,1.50,1,1,6,1
4013,1364,1.02,6,2,1.00,0,0,6,0
4337,1464,1.01,14,3,0.60,0,0,8,1
8244,2766,1.01,6,2,1.00,0,0,6,0
810,126,0.47,52,18,1.00,1,0,6,0
9836,1942,0.59,48,18,1.12,1,0,7,0
9013,3050,1.01,12,2,0.50,2,0,2,1
9348,1831,0.59,25,14,1.56,0,0,6,0
5246,1022,0.58,51,26,1.53,2,0,6,1
7235,2429,1.01,11,3,0.75,0,0,10,0
5847,1990,1.02,2,0,0.00,0,0,4,0
5276,1796,1.02,7,3,1.00,2,0,2,0
7033,2392,1.02,2,0,0.00,1,0,12,0
3715,1272,1.03,1,0,0.00,0,0,11,0
8448,1680,0.60,29,15,1.50,3,1,9,1
3549,1194,1.01,6,2,1.00,0,0,5,0
2167,741,1.02,5,2,1.00,0,0,9,0
9491,3181,1.01,1,0,0.00,1,0,1,0
3809,1303,1.03,14,4,0.80,1,0,9,0
7856,1534,0.59,32,14,1.27,2,0,6,1
3934,776,0.59,18,9,1.50,1,1,5,0
932,332,1.07,12,4,1.00,1,0,1,0
456,87,0.57,58,24,1.20,2,1,6,1
1883,356,0.57,54,27,1.50,3,1,7,1
4911,1658,1.01,7,1,0.33,0,0,10,0
8273,1627,0.59,53,23,1.28,1,1,6,1
4747,919,0.58,54,25,1.39,1,1,6,0
4078,1404,1.03,10,3,0.75,0,0,5,0
391,166,1.27,6,2,1.00,0,0,7,1
5267,1773,1.01,6,2,1.00,2,1,3,0
721,275,1.14,2,0,0.00,0,0,2,0
5789,1957,1.01,14,4,0.80,1,0,12,0
6206,2101,1.02,11,4,1.00,0,0,11,0
5546,1082,0.59,20,12,1.71,3,1,5,1
7041,2367,1.01,12,4,1.00,0,0,6,0
6305,2152,1.02,7,3,1.00,0,0,3,0
8187,2765,1.01,6,2,1.00,0,0,10,1
7562,2540,1.01,11,2,0.50,0,0,5,0
6438,2158,1.01,0,0,0.00,0,0,10,0
7515,2551,1.02,5,2,1.00,0,0,2,0
2779,967,1.04,9,3,1.00,2,0,12,1
3643,1231,1.01,12,3,0.75,2,0,1,0
1313,471,1.08,5,2,1.00,1,1,3,0
2811,967,1.03,5,2,1.00,0,0,11,0
7508,1483,0.59,44,16,1.07,2,1,7,1
5612,1908,1.02,6,2,1.00,2,1,5,0
8461,2852,1.01,5,2,1.00,0,0,9,1
1406,503,1.07,15,4,0.80,1,0,2,0
2946,1006,1.02,14,4,0.80,0,0,7,1
5900,1991,1.01,8,1,0.33,2,0,4,0
4191,1440,1.03,3,1,1.00,0,0,8,1
1970,674,1.03,10,4,1.00,0,0,3,0
3588,1224,1.02,8,1,0.33,2,0,11,0
5046,974,0.58,53,24,1.33,2,0,6,1
6020,2038,1.02,12,3,0.75,0,0,8,0
4027,764,0.57,49,17,1.00,2,0,7,1
6199,2089,1.01,15,5,1.00,0,0,8,0
9088,3047,1.01,3,1,1.00,0,0,12,0
6651,2252,1.02,1,0,0.00,1,0,12,0
1389,505,1.09,3,1,1.00,0,0,4,0
856,333,1.16,15,4,0.80,2,0,4,0
604,87,0.43,23,11,1.38,1,1,8,1
1569,541,1.03,10,3,0.75,1,0,3,0
1519,557,1.10,5,2,1.00,0,0,2,1
307,17,0.17,27,11,1.22,3,1,6,1
7404,2485,1.01,15,3,0.60,2,1,11,0
9271,3129,1.01,10,3,0.75,0,0,3,0
4934,1690,1.03,7,2,0.67,0,0,7,0
3088,1076,1.04,11,3,0.75,0,0,5,0
1207,229,0.57,39,14,1.08,3,1,6,0
4441,882,0.60,26,9,1.00,1,0,1,1
4357,1466,1.01,6,2,1.00,0,0,8,0
2832,961,1.02,3,1,1.00,0,0,12,1
4406,1481,1.01,15,5,1.00,0,0,8,0
4510,887,0.59,20,15,2.14,3,1,12,1
9481,1867,0.59,58,22,1.10,2,1,7,1
6548,2212,1.01,4,2,1.00,1,1,11,0
9696,3251,1.01,6,2,1.00,0,0,7,0
9474,1883,0.60,60,24,1.20,1,1,6,1
9121,3090,1.02,0,0,0.00,2,1,6,0
7107,2412,1.02,3,1,1.00,0,0,2,1
6552,2206,1.01,1,0,0.00,0,0,8,0
5885,1982,1.01,3,1,1.00,0,0,2,0
3823,751,0.59,30,15,1.50,1,1,4,0
6918,1354,0.59,26,15,1.67,3,0,7,1
1015,371,1.09,3,1,1.00,1,0,10,1
8541,1681,0.59,11,8,2.00,2,1,2,1
539,190,1.06,5,2,1.00,2,0,8,1
1598,567,1.06,3,1,1.00,0,0,10,1
8590,2913,1.02,8,3,1.00,0,0,6,0
8911,3004,1.01,8,3,1.00,0,0,5,0
2250,768,1.02,5,2,1.00,0,0,10,0
5383,1821,1.01,4,2,1.00,0,0,8,0
9760,3299,1.01,15,5,1.00,0,0,3,0
2967,1016,1.03,1,0,0.00,1,0,7,0
5772,1971,1.02,6,2,1.00,1,0,11,0
3755,1277,1.02,8,1,0.33,2,0,9,1
9827,3296,1.01,7,2,0.67,0,0,8,1
3610,1226,1.02,6,2,1.00,1,0,10,0
8837,1732,0.59,16,11,1.83,0,0,12,1
3873,1331,1.03,2,0,0.00,0,0,2,0
4810,937,0.58,39,21,1.62,1,1,7,0
9124,3076,1.01,13,4,0.80,0,0,5,1
4470,870,0.58,31,12,1.09,1,0,6,1
7195,1411,0.59,58,25,1.25,2,0,6,1
7544,2561,1.02,0,0,0.00,0,0,8,0
3950,1332,1.01,12,4,1.00,0,0,11,0
8046,2723,1.02,11,4,1.00,0,0,2,0
8559,2867,1.00,11,2,0.50,0,0,6,0
7716,2610,1.01,12,2,0.50,0,0,10,0
4392,1490,1.02,14,3,0.60,0,0,11,0
4629,1587,1.03,14,3,0.60,0,0,9,1
2385,834,1.05,14,4,0.80,0,0,3,0
2513,885,1.06,1,0,0.00,1,1,2,0
4860,1630,1.01,3,1,1.00,0,0,8,0
5031,1713,1.02,1,0,0.00,1,0,8,0
9846,3299,1.01,11,2,0.50,2,0,1,0
1178,221,0.56,34,14,1.17,2,1,6,1
7679,1500,0.59,51,24,1.41,1,0,6,1
4701,891,0.57,38,18,1.38,3,1,7,1
6322,2136,1.01,4,2,1.00,0,0,5,0
602,232,1.15,4,2,1.00,0,0,3,0
5076,1704,1.01,0,0,0.00,0,0,4,0
6324,1237,0.59,29,18,1.80,3,1,2,1
1898,368,0.58,54,27,1.50,3,0,6,1
7163,2430,1.02,12,4,1.00,2,0,8,0
5009,993,0.59,10,4,1.00,1,1,12,1
1993,369,0.55,33,14,1.27,3,1,7,1
8299,2798,1.01,3,1,1.00,0,0,11,0
3898,767,0.59,51,18,1.06,0,0,7,1
6140,2062,1.01,8,1,0.33,2,0,11,0
7411,1451,0.59,14,6,1.20,3,1,1,1
6865,2338,1.02,5,2,1.00,0,0,6,0
7426,2510,1.01,6,2,1.00,0,0,10,0
1080,186,0.52,43,18,1.20,2,1,7,1
5100,1745,1.03,4,2,1.00,0,0,7,0
2874,569,0.59,45,17,1.13,2,1,7,1
6064,1163,0.58,48,23,1.44,1,1,7,1
2018,706,1.05,2,0,0.00,0,0,3,0
5880,1997,1.02,3,1,1.00,0,0,6,0
7735,2607,1.01,3,1,1.00,0,0,2,0
4391,864,0.59,57,21,1.11,1,1,6,0
7877,2672,1.02,14,3,0.60,1,0,11,0
1671,605,1.09,6,2,1.00,0,0,10,0
8745,1740,0.60,20,13,1.86,0,0,8,1
7574,1474,0.58,39,23,1.77,2,1,6,1
8731,2956,1.02,11,4,1.00,1,0,3,1
4900,1649,1.01,13,4,0.80,2,1,10,0
1421,488,1.03,6,2,1.00,0,0,6,0
1635,558,1.02,2,0,0.00,0,0,10,0
6703,1304,0.58,26,14,1.56,2,1,6,1
8401,2850,1.02,15,4,0.80,1,0,7,1
4706,1595,1.02,0,0,0.00,0,0,11,0
3345,654,0.59,10,8,2.00,0,0,3,1
8076,2702,1.00,11,3,0.75,1,0,5,0
4701,906,0.58,32,17,1.55,3,1,6,1
9781,3298,1.01,6,2,1.00,0,0,4,0
9688,1897,0.59,41,23,1.64,1,0,6,1
9122,3053,1.00,8,2,0.67,2,0,1,0
3999,1369,1.03,7,1,0.33,0,0,12,0
1842,638,1.04,15,4,0.80,0,0,7,0
5683,1917,1.01,6,2,1.00,0,0,8,0
4095,806,0.59,31,14,1.27,2,1,7,1
7864,2655,1.01,11,2,0.50,0,0,2,0
9449,3183,1.01,4,2,1.00,0,0,4,1
6638,1299,0.59,45,20,1.33,0,0,6,1
8790,2979,1.02,9,2,0.67,2,0,1,0
4313,1455,1.01,12,4,1.00,2,0,12,1
8305,2781,1.00,3,1,1.00,0,0,12,0
5751,1938,1.01,4,2,1.00,2,0,4,0
6869,2310,1.01,15,4,0.80,0,0,12,0
4758,1610,1.02,8,1,0.33,0,0,10,1
2073,719,1.04,0,0,0.00,1,0,3,0
1930,659,1.02,15,3,0.60,0,0,7,0
639,239,1.12,11,3,0.75,1,0,8,0
5893,2000,1.02,7,1,0.33,0,0,10,1
1670,592,1.06,13,5,1.00,0,0,4,0
1512,551,1.09,0,0,0.00,0,0,7,0
2260,768,1.02,7,2,0.67,0,0,3,1
1393,502,1.08,11,2,0.50,0,0,2,0
4061,1401,1.03,7,2,0.67,1,1,6,0
6518,2213,1.02,1,0,0.00,0,0,1,0
3261,1100,1.01,8,2,0.67,1,1,2,0
4533,861,0.57,60,30,1.50,1,1,6,1
9749,3261,1.00,12,3,0.75,1,0,12,0
4746,941,0.59,44,23,1.53,1,1,7,1
3680,1246,1.02,9,1,0.33,1,0,7,0
6570,2201,1.01,6,2,1.00,1,1,1,0
5727,1920,1.01,1,0,0.00,0,0,10,1
4629,1579,1.02,3,1,1.00,1,1,9,0
4288,1468,1.03,1,0,0.00,0,0,3,0
7041,1369,0.58,39,22,1.69,3,1,6,1
1776,637,1.08,12,4,1.00,2,0,8,0
2220,409,0.55,10,7,1.75,2,1,12,1
824,319,1.16,3,1,1.00,0,0,4,1
4627,1572,1.02,6,2,1.00,0,0,1,0
4426,1495,1.01,2,0,0.00,2,0,6,1
6651,2241,1.01,5,2,1.00,0,0,2,0
436,188,1.29,11,4,1.00,0,0,7,0
5920,1998,1.01,1,0,0.00,0,0,12,0
1878,676,1.08,9,2,0.67,0,0,4,0
9391,3166,1.01,3,1,1.00,2,0,12,0
9880,1940,0.59,25,12,1.33,2,1,6,0
3520,681,0.58,29,16,1.60,1,1,7,1
2221,769,1.04,1,0,0.00,0,0,12,0
1898,361,0.57,60,25,1.25,3,1,7,1
3610,1230,1.02,2,0,0.00,0,0,6,0
4275,1444,1.01,14,3,0.60,1,1,2,1
6906,2335,1.01,1,0,0.00,1,0,6,0
3568,1202,1.01,11,2,0.50,2,1,10,0
3921,758,0.58,34,17,1.42,3,0,6,0
1812,632,1.05,8,2,0.67,0,0,12,0
6390,2141,1.01,5,2,1.00,0,0,7,0
3052,1060,1.04,5,2,1.00,2,1,3,0
5665,1094,0.58,30,12,1.20,1,0,6,1
3656,1248,1.02,15,5,1.00,0,0,8,0
6220,2105,1.01,10,2,0.50,2,0,7,0
8408,2842,1.01,1,0,0.00,1,1,3,1
1473,528,1.08,5,2,1.00,0,0,4,0
8004,2692,1.01,3,1,1.00,0,0,4,0
9416,1858,0.59,45,17,1.13,1,0,7,0
871,152,0.52,29,10,1.00,2,1,7,0
3659,1245,1.02,6,2,1.00,0,0,9,0
7872,2640,1.01,5,2,1.00,0,0,9,0
5070,1724,1.02,6,2,1.00,0,0,10,1
3021,562,0.56,29,13,1.30,1,1,7,1
2417,824,1.02,2,0,0.00,0,0,11,0
2755,516,0.56,12,8,2.00,2,0,1,1
7688,1492,0.58,35,13,1.08,0,0,7,0
9679,3271,1.01,11,4,1.00,0,0,12,0
416,163,1.17,12,3,0.75,0,0,5,0
5195,1771,1.02,9,3,1.00,0,0,5,0
3221,1107,1.03,8,2,0.67,0,0,8,0
5897,1984,1.01,14,4,0.80,0,0,7,1
1160,219,0.57,46,25,1.56,1,1,6,1
4995,1711,1.03,10,3,0.75,0,0,6,0
8012,1590,0.60,52,24,1.33,0,0,6,1
2573,892,1.04,10,4,1.00,0,0,5,1
8901,3009,1.01,2,0,0.00,0,0,6,0
3123,1072,1.03,2,0,0.00,0,0,9,1
7766,2607,1.01,11,4,1.00,2,0,4,0
5559,1890,1.02,2,0,0.00,1,0,7,1
3422,1155,1.01,14,3,0.60,0,0,8,0
5447,1865,1.03,14,4,0.80,0,0,6,0
2790,980,1.05,15,4,0.80,0,0,9,0
5600,1095,0.59,10,10,2.50,2,1,9,1
763,303,1.19,15,5,1.00,0,0,7,0
4741,1627,1.03,1,0,0.00,0,0,7,0
8521,1660,0.58,59,24,1.20,3,1,6,1
1067,403,1.13,10,4,1.00,0,0,4,0
9019,1795,0.60,53,23,1.28,3,1,6,1
7724,2624,1.02,6,2,1.00,0,0,9,0
1298,480,1.11,4,2,1.00,0,0,7,0
2372,836,1.06,6,2,1.00,1,0,6,0
8094,2711,1.00,4,2,1.00,2,0,12,0
3040,1035,1.02,11,4,1.00,0,0,11,1
4620,1583,1.03,0,0,0.00,2,1,4,0
3689,1279,1.04,9,3,1.00,1,0,9,0
9158,3076,1.01,6,2,1.00,0,0,4,1
4497,891,0.59,53,20,1.11,3,1,6,1
358,144,1.20,15,3,0.60,0,0,10,0
2029,699,1.03,15,3,0.60,0,0,3,0
2514,880,1.05,12,3,0.75,2,0,7,0
4165,798,0.57,40,17,1.21,2,1,6,1
9474,3185,1.01,0,0,0.00,2,0,1,1
4572,1540,1.01,12,4,1.00,0,0,1,1
2965,1005,1.02,13,3,0.60,1,0,1,0
310,129,1.24,5,2,1.00,0,0,12,0
4633,1580,1.02,2,0,0.00,0,0,5,0
9481,3190,1.01,1,0,0.00,0,0,4,0
7052,2369,1.01,13,4,0.80,1,1,2,0
2413,835,1.04,0,0,0.00,2,0,11,0
5496,1858,1.01,4,2,1.00,2,0,3,0
7146,2397,1.01,12,2,0.50,0,0,6,0
5098,1741,1.02,4,2,1.00,1,1,4,0
1029,168,0.49,53,26,1.44,0,0,7,0
3973,1346,1.02,5,2,1.00,0,0,7,1
3340,1124,1.01,5,2,1.00,2,1,11,0
7621,2554,1.01,2,0,0.00,1,1,6,1
7811,2645,1.02,14,4,0.80,1,1,10,1
4224,1456,1.03,7,2,0.67,2,0,7,0
